Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1976,90,Rocky,Drama,"Stallone, Sylvester","Shire, Talia","Avildsen, John G.",78,Yes,"Rocky: a Stallone, Sylvester and Shire, Talia film’s, directed by Avildsen, John G."
1988,103,Cocktail,Drama,"Cruise, Tom","Shue, Elisabeth","Donaldson, Roger",13,No,"Cocktail: a Cruise, Tom and Shue, Elisabeth film’s, directed by Donaldson, Roger"
1977,105,Madame Rosa,Drama,"Youb, Samy Ben","Signoret, Simone","Mizrahi, Moshe",11,Yes,"Madame Rosa: a Youb, Samy Ben and Signoret, Simone film’s, directed by Mizrahi, Moshe"
1954,110,Desiree,Drama,"Brando, Marlon","Simmons, Jean","Koster, Henry",22,No,"Desiree: a Brando, Marlon and Simmons, Jean film’s, directed by Koster, Henry"
1960,185,Spartacus,Drama,"Douglas, Kirk","Simmons, Jean","Kubrick, Stanley",67,Yes,"Spartacus: a Douglas, Kirk and Simmons, Jean film’s, directed by Kubrick, Stanley"
1992,95,Until They Sail,Drama,"Newman, Paul","Simmons, Jean","Wise, Robert",77,No,"Until They Sail: a Newman, Paul and Simmons, Jean film’s, directed by Wise, Robert"
1963,93,Lilies of the Field,Drama,"Poitier, Sidney","Skala, Lilia","Poitier, Sidney",36,Yes,"Lilies of the Field: a Poitier, Sidney and Skala, Lilia film’s, directed by Poitier, Sidney"
1987,99,River's Edge,Drama,"Glover, Crispin","Skye, Ione","Hunter, Tim",3,No,"River's Edge: a Glover, Crispin and Skye, Ione film’s, directed by Hunter, Tim"
1965,128,"Shop on Main Street, The",Drama,"Kroner, Josef","Slivoka, Hana","Kadar, Jan",37,Yes,"Shop on Main Street, The: a Kroner, Josef and Slivoka, Hana film’s, directed by Kadar, Jan"
1988,120,"Lonely Passion of Judith Hearne, The",Drama,"Hoskins, Bob","Smith, Maggie","Clayton, Jack",24,No,"Lonely Passion of Judith Hearne, The: a Hoskins, Bob and Smith, Maggie film’s, directed by Clayton, Jack"
1990,88,"Kissing Place, The",Drama,"Birney, Meredith Baxter","Snow, Victoria","Wharmby, Tony",41,No,"Kissing Place, The: a Birney, Meredith Baxter and Snow, Victoria film’s, directed by Wharmby, Tony"
1982,122,Missing,Drama,"Lemmon, Jack","Spacek, Sissy",Costa-Gavras,30,No,"Missing: a Lemmon, Jack and Spacek, Sissy film’s, directed by Costa-Gavras"
1933,72,Baby Face,Drama,"Brent, George","Stanwyck, Barbara","Green, Alfred E.",66,No,"Baby Face: a Brent, George and Stanwyck, Barbara film’s, directed by Green, Alfred E."
1992,104,"Unnamable II, The Statement of Randolph Carter, The",Drama,"Rhys-Davies, John","Strain, Julie","Ouellette, Jean-Paul",36,No,"Unnamable II, The Statement of Randolph Carter, The: a Rhys-Davies, John and Strain, Julie film’s, directed by Ouellette, Jean-Paul"
1967,85,"Trip, The",Drama,"Fonda, Peter","Strasberg, Susan","Corman, Roger",64,No,"Trip, The: a Fonda, Peter and Strasberg, Susan film’s, directed by Corman, Roger"
1987,135,Ironweed,Drama,"Nicholson, Jack","Streep, Meryl","Babenco, Hector",32,No,"Ironweed: a Nicholson, Jack and Streep, Meryl film’s, directed by Babenco, Hector"
1979,,Kramer vs. Kramer,Drama,"Hoffman, Dustin","Streep, Meryl","Benton, Robert",8,Yes,"Kramer vs. Kramer: a Hoffman, Dustin and Streep, Meryl film’s, directed by Benton, Robert"
1978,183,"Deer Hunter, The",Drama,"De Niro, Robert","Streep, Meryl","Cimino, Michael",82,Yes,"Deer Hunter, The: a De Niro, Robert and Streep, Meryl film’s, directed by Cimino, Michael"
1984,106,Falling in Love,Drama,"De Niro, Robert","Streep, Meryl","Grosbard, Ulu",31,No,"Falling in Love: a De Niro, Robert and Streep, Meryl film’s, directed by Grosbard, Ulu"
1983,131,Silkwood,Drama,"Russell, Kurt","Streep, Meryl","Nichols, Mike",52,No,"Silkwood: a Russell, Kurt and Streep, Meryl film’s, directed by Nichols, Mike"
1982,151,Sophie's Choice,Drama,"Kline, Kevin","Streep, Meryl","Pakula, Alan J.",64,Yes,"Sophie's Choice: a Kline, Kevin and Streep, Meryl film’s, directed by Pakula, Alan J."
1985,161,Out of Africa,Drama,"Redford, Robert","Streep, Meryl","Pollack, Sydney",88,Yes,"Out of Africa: a Redford, Robert and Streep, Meryl film’s, directed by Pollack, Sydney"
1981,127,"French Lieutenant's Woman, The",Drama,"Irons, Jeremy","Streep, Meryl","Reisz, Karel",37,No,"French Lieutenant's Woman, The: a Irons, Jeremy and Streep, Meryl film’s, directed by Reisz, Karel"
1985,124,Plenty,Drama,"Dance, Charles","Streep, Meryl","Schepisi, Fred",9,No,"Plenty: a Dance, Charles and Streep, Meryl film’s, directed by Schepisi, Fred"
1988,122,A Cry in the Dark,Drama,"Neill, Sam","Streep, Meryl","Schepisi, Fred",67,No,"A Cry in the Dark: a Neill, Sam and Streep, Meryl film’s, directed by Schepisi, Fred"
1992,103,Death Becomes Her,Drama,"Willis, Bruce","Streep, Meryl","Zemeckis, Robert",61,No,"Death Becomes Her: a Willis, Bruce and Streep, Meryl film’s, directed by Zemeckis, Robert"
1991,28,Kids & Pesticides,Drama,"Whyatt, Robin","Streep, Meryl",,36,No,
1987,100,Nuts,Drama,"Dreyfuss, Richard","Streisand, Barbra","Ritt, Martin",52,No,"Nuts: a Dreyfuss, Richard and Streisand, Barbra film’s, directed by Ritt, Martin"
1990,97,Fellow Traveller,Drama,"Travanti, Daniel J.","Stubbs, Imogen","Towns, Philip Saville",39,No,"Fellow Traveller: a Travanti, Daniel J. and Stubbs, Imogen film’s, directed by Towns, Philip Saville"
1970,140,Dodesukaden,Drama,"Zushi, Yoshitaka","Sugai, Kin","Kurosawa, Akira",75,No,"Dodesukaden: a Zushi, Yoshitaka and Sugai, Kin film’s, directed by Kurosawa, Akira"
1987,,"Sicilian, The",Drama,"Lambert, Christopher","Sukowa, Barbara","Cimino, Michael",41,No,"Sicilian, The: a Lambert, Christopher and Sukowa, Barbara film’s, directed by Cimino, Michael"
1941,117,So Ends Our Night,Drama,"March, Fredric","Sullavan, Margaret","Cromwell, John",2,No,"So Ends Our Night: a March, Fredric and Sullavan, Margaret film’s, directed by Cromwell, John"
1949,78,"Devil's Wanton, The",Drama,"Malmsten, Birger","Svedlund, Doris","Bergman, Ingmar",66,No,"Devil's Wanton, The: a Malmsten, Birger and Svedlund, Doris film’s, directed by Bergman, Ingmar"
1989,99,Driving Miss Daisy,Drama,"Freeman, Morgan","Tandy, Jessica","Beresford, Bruce",6,Yes,"Driving Miss Daisy: a Freeman, Morgan and Tandy, Jessica film’s, directed by Beresford, Bruce"
1991,111,"Seventh Cross, The",Drama,"Tracy, Spencer","Tandy, Jessica",,35,No,
1983,105,Between Friends,Drama,"Ramer, Henry","Taylor, Elizabeth","Antonio, Lou",54,No,"Between Friends: a Ramer, Henry and Taylor, Elizabeth film’s, directed by Antonio, Lou"
1957,173,Raintree County,Drama,"Clift, Montgomery","Taylor, Elizabeth","Dmytryk, Edward",74,No,"Raintree County: a Clift, Montgomery and Taylor, Elizabeth film’s, directed by Dmytryk, Edward"
1975,101,"Driver's Seat, The",Drama,"Bannen, Ian","Taylor, Elizabeth","Griffi, Giuseppe Patroni",72,No,"Driver's Seat, The: a Bannen, Ian and Taylor, Elizabeth film’s, directed by Griffi, Giuseppe Patroni"
1967,109,Reflections in a Golden Eye,Drama,"Brando, Marlon","Taylor, Elizabeth","Huston, John",81,No,"Reflections in a Golden Eye: a Brando, Marlon and Taylor, Elizabeth film’s, directed by Huston, John"
1972,110,"X, Y & Zee",Drama,"Caine, Michael","Taylor, Elizabeth","Hutton, Brian G.",87,No,"X, Y & Zee: a Caine, Michael and Taylor, Elizabeth film’s, directed by Hutton, Brian G."
1968,109,Secret Ceremony,Drama,"Mitchum, Robert","Taylor, Elizabeth","Losey, Joseph",60,No,"Secret Ceremony: a Mitchum, Robert and Taylor, Elizabeth film’s, directed by Losey, Joseph"
1963,243,Cleopatra,Drama,"Burton, Richard","Taylor, Elizabeth","Mankiewicz, Joseph L.",80,No,"Cleopatra: a Burton, Richard and Taylor, Elizabeth film’s, directed by Mankiewicz, Joseph L."
1992,130,Who's Afraid of Virginia Woolf?,Drama,"Burton, Richard","Taylor, Elizabeth","Nichols, Mike",82,Yes,"Who's Afraid of Virginia Woolf?: a Burton, Richard and Taylor, Elizabeth film’s, directed by Nichols, Mike"
1956,201,Giant,Drama,"Hudson, Rock","Taylor, Elizabeth","Stevens, George",61,Yes,"Giant: a Hudson, Rock and Taylor, Elizabeth film’s, directed by Stevens, George"
1985,94,"Rumor Mill, The",Drama,"Dysart, Richard A.","Taylor, Elizabeth","Trikonis, Gus",62,No,"Rumor Mill, The: a Dysart, Richard A. and Taylor, Elizabeth film’s, directed by Trikonis, Gus"
1943,90,Lassie Come Home,Drama,"McDowall, Roddy","Taylor, Elizabeth","Wilcox, Fred M",79,No,"Lassie Come Home: a McDowall, Roddy and Taylor, Elizabeth film’s, directed by Wilcox, Fred M"
1993,76,Return Engagement,Drama,"Bottoms, Joseph","Taylor, Elizabeth",,26,No,
1972,108,Hammersmith Is Out,Drama,"Burton, Richard","Taylor, Elizabeth",,80,No,
1991,,"Elizabeth Taylor Collection, The",Drama,"Fisher, Eddie","Taylor, Elizabeth",,21,No,
1973,99,Ash Wednesday,Drama,"Fonda, Henry","Taylor, Elizabeth",,54,No,
1991,117,"Last Time I Saw Paris, The",Drama,"Johnson, Van","Taylor, Elizabeth",,13,No,
1937,100,Wee Willie Winkie,Drama,"Romero, Cesar","Temple, Shirley","Ford, John",78,No,"Wee Willie Winkie: a Romero, Cesar and Temple, Shirley film’s, directed by Ford, John"
1983,91,All the Right Moves,Drama,"Cruise, Tom","Thompson, Lea","Chapman, Michael",65,No,"All the Right Moves: a Cruise, Tom and Thompson, Lea film’s, directed by Chapman, Michael"
1987,93,Some Kind of Wonderful,Drama,"Stoltz, Eric","Thompson, Lea","Deutch, Howard",16,No,"Some Kind of Wonderful: a Stoltz, Eric and Thompson, Lea film’s, directed by Deutch, Howard"
1963,80,Winter Light,Drama,"Bj�rnstrand, Gunnar","Thulin, Ingrid","Bergman, Ingmar",2,No,"Winter Light: a Bj�rnstrand, Gunnar and Thulin, Ingrid film’s, directed by Bergman, Ingmar"
1963,95,"Silence, The",Drama,"Malmsten, Birger","Thulin, Ingrid","Bergman, Ingmar",79,No,"Silence, The: a Malmsten, Birger and Thulin, Ingrid film’s, directed by Bergman, Ingmar"
1959,100,"Magician, The",Drama,"Sydow, Max von","Thulin, Ingrid","Bergman, Ingmar",3,No,"Magician, The: a Sydow, Max von and Thulin, Ingrid film’s, directed by Bergman, Ingmar"
1961,154,"Four Horsemen of the Apocalypse, The",Drama,"Ford, Glenn","Thulin, Ingrid","Minnelli, Vincente",71,No,"Four Horsemen of the Apocalypse, The: a Ford, Glenn and Thulin, Ingrid film’s, directed by Minnelli, Vincente"
1989,109,Lean on Me,Drama,"Freeman, Morgan","Todd, Beverly","Avildsen, John G.",51,No,"Lean on Me: a Freeman, Morgan and Todd, Beverly film’s, directed by Avildsen, John G."
1986,221,On Wings of Eagles,Drama,"Lancaster, Burt","Towers, Constance","McLaglen, Andrew V.",53,No,"On Wings of Eagles: a Lancaster, Burt and Towers, Constance film’s, directed by McLaglen, Andrew V."
1939,80,Allegheny Uprising,Drama,"Wayne, John","Trevor, Claire","Seiter, William A.",53,No,"Allegheny Uprising: a Wayne, John and Trevor, Claire film’s, directed by Seiter, William A."
1986,103,Peggy Sue Got Married,Drama,"Cage, Nicolas","Turner, Kathleen","Coppola, Francis Ford",62,No,"Peggy Sue Got Married: a Cage, Nicolas and Turner, Kathleen film’s, directed by Coppola, Francis Ford"
1984,101,Crimes of Passion,Drama,"Perkins, Anthony","Turner, Kathleen","Russell, Ken",4,No,"Crimes of Passion: a Perkins, Anthony and Turner, Kathleen film’s, directed by Russell, Ken"
1958,98,"Another Time, Another Place",Drama,"Connery, Sean","Turner, Lana",,4,No,
1966,81,Persona,Drama,"Bj�rnstrand, Gunnar","Ullman, Liv","Bergman, Ingmar",81,Yes,"Persona: a Bj�rnstrand, Gunnar and Ullman, Liv film’s, directed by Bergman, Ingmar"
1973,,Scenes from a Marriage,Drama,"Josephson, Erland","Ullman, Liv","Bergman, Ingmar",3,Yes,"Scenes from a Marriage: a Josephson, Erland and Ullman, Liv film’s, directed by Bergman, Ingmar"
1968,88,Hour of the Wolf,Drama,"Sydow, Max von","Ullman, Liv","Bergman, Ingmar",37,No,"Hour of the Wolf: a Sydow, Max von and Ullman, Liv film’s, directed by Bergman, Ingmar"
1969,101,"Passion of Anna, The",Drama,"Sydow, Max von","Ullman, Liv","Bergman, Ingmar",6,No,"Passion of Anna, The: a Sydow, Max von and Ullman, Liv film’s, directed by Bergman, Ingmar"
1984,96,Dangerous Moves,Drama,"Caron, Leslie","Ullman, Liv","Dembo, Richard",7,Yes,"Dangerous Moves: a Caron, Leslie and Ullman, Liv film’s, directed by Dembo, Richard"
1957,147,Sayonara,Drama,"Brando, Marlon","Umeki, Miyoshi","Logan, Joshua",19,Yes,"Sayonara: a Brando, Marlon and Umeki, Miyoshi film’s, directed by Logan, Joshua"
1985,95,Teen Wolf,Drama,"Fox, Michael J.","Ursitti, Susan","Daniel, Rod",58,No,"Teen Wolf: a Fox, Michael J. and Ursitti, Susan film’s, directed by Daniel, Rod"
1973,,"Paper Chase, The",Drama,"Bottoms, Timothy","Wagner, Lindsay","Bridges, James",7,Yes,"Paper Chase, The: a Bottoms, Timothy and Wagner, Lindsay film’s, directed by Bridges, James"
1959,88,"Virgin Spring, The",Drama,"Sydow, Max von","Valberg, Brigitta","Bergman, Ingmar",8,Yes,"Virgin Spring, The: a Sydow, Max von and Valberg, Brigitta film’s, directed by Bergman, Ingmar"
1970,97,Spider's Stratagem,Drama,"Brogi, Giulio","Valli, Alida","Bertolucci, Bernardo",45,No,"Spider's Stratagem: a Brogi, Giulio and Valli, Alida film’s, directed by Bertolucci, Bernardo"
1967,127,Cool Hand Luke,Drama,"Newman, Paul","Van Fleet, Jo","Rosenberg, Stuart",49,Yes,"Cool Hand Luke: a Newman, Paul and Van Fleet, Jo film’s, directed by Rosenberg, Stuart"
1973,96,Bang the Drum Slowly,Drama,"Moriarty, Michael","Wedgeworth, Ann","Hancock, John D.",73,No,"Bang the Drum Slowly: a Moriarty, Michael and Wedgeworth, Ann film’s, directed by Hancock, John D."
1975,90,"Wild Party, The",Drama,"Dukes, David","Welch, Raquel","Ivory, James",75,No,"Wild Party, The: a Dukes, David and Welch, Raquel film’s, directed by Ivory, James"
1972,87,Hannie Caulder,Drama,"Borgnine, Ernest","Welch, Raquel",,9,No,
1988,161,Bird,Drama,"Whitaker, Forest","Venora, Diane","Eastwood, Clint",24,No,"Bird: a Whitaker, Forest and Venora, Diane film’s, directed by Eastwood, Clint"
1955,60,Meet Millie,Drama,"Halop, Florence","Verdugo, Elena",,82,No,
1990,108,"Bright Lights, Big City",Drama,"Fox, Michael J.","Wiest, Dianne","Bridges, James",30,No,"Bright Lights, Big City: a Fox, Michael J. and Wiest, Dianne film’s, directed by Bridges, James"
1974,114,"Conversation, The",Drama,"Hackman, Gene","Williams, Cindy","Coppola, Francis Ford",59,Yes,"Conversation, The: a Hackman, Gene and Williams, Cindy film’s, directed by Coppola, Francis Ford"
1956,83,"Killing, The",Drama,"Hayden, Sterling","Windsor, Marie","Kubrick, Stanley",51,No,"Killing, The: a Hayden, Sterling and Windsor, Marie film’s, directed by Kubrick, Stanley"
1992,139,"Sheltering Sky, The",Drama,"Malkovich, John","Winger, Debra","Bertolucci, Bernardo",64,No,"Sheltering Sky, The: a Malkovich, John and Winger, Debra film’s, directed by Bertolucci, Bernardo"
1982,125,An Officer & a Gentleman,Drama,"Gere, Richard","Winger, Debra","Hackford, Taylor",1,Yes,"An Officer & a Gentleman: a Gere, Richard and Winger, Debra film’s, directed by Hackford, Taylor"
1965,106,A Patch of Blue,Drama,"Poitier, Sidney","Winters, Shelley","Green, Guy",51,No,"A Patch of Blue: a Poitier, Sidney and Winters, Shelley film’s, directed by Green, Guy"
1955,109,I Died a Thousand Times,Drama,"Palance, Jack","Winters, Shelley","Heisler, Stuart",23,No,"I Died a Thousand Times: a Palance, Jack and Winters, Shelley film’s, directed by Heisler, Stuart"
1992,96,A Day in October,Drama,"Sweeney, D. B.","Wolf, Kelly","Madsen, Kenneth",76,No,"A Day in October: a Sweeney, D. B. and Wolf, Kelly film’s, directed by Madsen, Kenneth"
1955,111,Rebel Without a Cause,Drama,"Dean, James","Wood, Natalie","Ray, Nicholas",82,No,"Rebel Without a Cause: a Dean, James and Wood, Natalie film’s, directed by Ray, Nicholas"
1987,134,"Glass Menagerie, The",Drama,"Malkovich, John","Woodward, Joanne","Newman, Paul",68,No,"Glass Menagerie, The: a Malkovich, John and Woodward, Joanne film’s, directed by Newman, Paul"
1989,117,Harry & Son,Drama,"Newman, Paul","Woodward, Joanne","Newman, Paul",57,No,"Harry & Son: a Newman, Paul and Woodward, Joanne film’s, directed by Newman, Paul"
1968,102,"Rachel, Rachel",Drama,"Olson, James","Woodward, Joanne","Newman, Paul",32,No,"Rachel, Rachel: a Olson, James and Woodward, Joanne film’s, directed by Newman, Paul"
1961,98,Paris Blues,Drama,"Newman, Paul","Woodward, Joanne","Ritt, Martin",54,No,"Paris Blues: a Newman, Paul and Woodward, Joanne film’s, directed by Ritt, Martin"
1960,135,"Fugitive Kind, The",Drama,"Brando, Marlon","Woodward, Joanne",,3,No,
1993,,Mr. & Mrs. Bridge,Drama,"Newman, Paul","Woodward, Joanne",,29,No,
1991,144,State of Grace,Drama,"Penn, Sean","Wright, Robin","Joanou, Phil",49,No,"State of Grace: a Penn, Sean and Wright, Robin film’s, directed by Joanou, Phil"
1943,108,Shadow of a Doubt,Drama,"Cotten, Joseph","Wright, Teresa","Hitchcock, Alfred",32,No,"Shadow of a Doubt: a Cotten, Joseph and Wright, Teresa film’s, directed by Hitchcock, Alfred"
1950,85,"Men, The",Drama,"Brando, Marlon","Wright, Teresa","Zinnemann, Fred",27,No,"Men, The: a Brando, Marlon and Wright, Teresa film’s, directed by Zinnemann, Fred"
1947,103,Magic Town,Drama,"Stewart, James","Wyman, Jane","Wellman, William",4,No,"Magic Town: a Stewart, James and Wyman, Jane film’s, directed by Wellman, William"
1949,90,Lust for Gold,Drama,"Ford, Glenn","Young, Gig","Simon, S. Sylvan",57,No,"Lust for Gold: a Ford, Glenn and Young, Gig film’s, directed by Simon, S. Sylvan"
1993,75,Employee's Entrance,Drama,"William, Warren","Young, Loretta",,0,No,
1947,87,Night Is My Future,Drama,"Malmsten, Birger","Zetterling, Mai","Bergman, Ingmar",17,No,"Night Is My Future: a Malmsten, Birger and Zetterling, Mai film’s, directed by Bergman, Ingmar"
1977,146,Twilight's Last Gleaming,Drama,"Lancaster, Burt",,"Aldrich, Robert",84,No,
1954,30,Bank on the Stars,Drama,"Paar, Jack",,"Allen, Craig",,No,
1987,100,Law of Desire,Drama,"Maura, Carmen",,"Almod�var, Pedro",73,No,
1986,128,"Name of the Rose, The",Drama,"Connery, Sean",,"Annaud, Jean-Jacques",8,No,
1988,138,Pelle the Conqueror,Drama,"Sydow, Max von",,"August, Bille",14,Yes,
1981,118,Taps,Drama,"Hutton, Timothy",,"Becker, Harold",84,No,
1987,164,"Last Emperor, The",Drama,"Lone, John",,"Bertolucci, Bernardo",1,Yes,
1962,100,"Grim Reaper, The",Drama,"Rulu, Francesco",,"Bertolucci, Bernardo",35,No,
1983,90,Le Dernier Combat,Drama,"Jolivet, Pierre",,"Besson, Luc",72,No,
1989,91,Too Beautiful for You,Drama,"Depardieu, G�rard",,"Blier, Bertrand",35,No,
1987,94,"Wolf at the Door, The",Drama,"Sutherland, Donald",,"Carlsen, Henning",68,No,
1931,87,A Nous la Liberte,Drama,"Marchand, Henri",,"Clair, Rene",60,No,
1979,153,Apocalypse Now,Drama,"Brando, Marlon",,"Coppola, Francis Ford",8,No,
1990,94,"Bellboy & the Playgirls, The",Drama,"Wilkinson, June",,"Coppola, Francis Ford",7,No,
1986,97,"Boy in Blue, The",Drama,"Cage, Nicolas",,"Dale, Cynthia",63,No,
1987,119,"Untouchables, The",Drama,"Connery, Sean",,"De Palma, Brian",7,Yes,
1989,90,American Autobahn,Drama,"Jalenak, Jan",,"Degas, Andre",75,No,
1984,130,"Bounty, The",Drama,"Gibson, Mel",,"Donaldson, Roger",25,No,
1991,125,"Last Hurrah, The",Drama,"Tracy, Spencer",,"Ford, John",46,No,
1971,104,"French Connection, The",Drama,"Hackman, Gene",,"Friedkin, William",88,Yes,
1961,113,Ferry to Hong Kong,Drama,"Welles, Orson",,"Gilbert, Lewis",77,No,
1982,111,Yol,Drama,"Akan, Tarik",,"Guney, Yilmaz",53,No,
1989,150,Sara Dane,Drama,"Hopkins, Harold",,"Hardy, Rod",75,No,
1988,84,Night Tide,Drama,"Muir, Gavin",,"Harrington, Curtis",50,No,
1953,95,I Confess,Drama,"Clift, Montgomery",,"Hitchcock, Alfred",63,No,
1981,124,Chariots of Fire,Drama,"Cross, Ben",,"Hudson, Hugh",6,Yes,
1975,129,"Man Who Would Be King, The",Drama,"Connery, Sean",,"Huston, John",6,No,
1981,117,Victory,Drama,"Stallone, Sylvester",,"Huston, John",39,No,
1990,96,Chattahoochee,Drama,"Oldman, Gary",,"Jackson, Mick",30,No,
1984,141,"Killing Fields, The",Drama,"Waterston, Sam",,"Joffe, Roland",6,Yes,
1952,112,Viva Zapata!,Drama,"Brando, Marlon",,"Kazan, Elia",86,Yes,
1974,121,"Apprenticeship of Duddy Kravitz, The",Drama,"Dreyfuss, Richard",,"Kotcheff, Ted",64,Yes,
1943,82,Sanshiro Sugata,Drama,"Fujita, Susumu",,"Kurosawa, Akira",85,No,
1991,97,Rhapsody in August,Drama,"Gere, Richard",,"Kurosawa, Akira",50,No,
1946,110,No Regrets for Our Youth,Drama,"Hara, Setsuko",,"Kurosawa, Akira",31,No,
1960,152,"Bad Sleep Well, The",Drama,"Mifune, Toshiro",,"Kurosawa, Akira",65,No,
1951,166,"Idiot, The",Drama,"Mifune, Toshiro",,"Kurosawa, Akira",40,No,
1951,83,Rashomon,Drama,"Mifune, Toshiro",,"Kurosawa, Akira",59,Yes,
1955,200,Seven Samurai,Drama,"Mifune, Toshiro",,"Kurosawa, Akira",9,No,
1957,110,Throne of Blood,Drama,"Mifune, Toshiro",,"Kurosawa, Akira",60,No,
1980,161,Kagemusha,Drama,"Nakadai, Tatsuya",,"Kurosawa, Akira",74,Yes,
1952,134,Ikiru,Drama,"Shimura, Takashi",,"Kurosawa, Akira",36,No,
1920,137,Spiders,Drama,"De Vogy, Carl",,"Lang, Fritz",29,No,
1954,90,Human Desire,Drama,"Ford, Glenn",,"Lang, Fritz",27,No,
1928,130,Spies,Drama,"Klein-Rogge, Rudolf",,"Lang, Fritz",49,No,
1933,120,"Testament of Dr. Mabuse, The",Drama,"Klein-Rogge, Rudolf",,"Lang, Fritz",4,No,
1991,95,Fury,Drama,"Tracy, Spencer",,"Lang, Fritz",48,No,
1990,129,Mo' Better Blues,Drama,"Washington, Denzel",,"Lee, Spike",78,No,
1989,30,Matt Talbot,Drama,"Ford, Seamus",,"Lennon, Biddy W.",35,No,
1982,93,Class of 1984,Drama,"King, Perry",,"Lester, Mark L.",23,No,
1945,94,Blood on the Sun,Drama,"Cagney, James",,"Lloyd, Frank",76,No,
1988,75,Let It Rock,Drama,"Hopper, Dennis",,"Lynch, David",32,No,
1957,97,Sweet Smell of Success,Drama,"Lancaster, Burt",,"Mackendrick, Alexander",12,No,
1991,89,Green Glove,Drama,"Ford, Glenn",,"Mate, Rudolph",54,No,
1990,135,"Hunt for Red October, The",Drama,"Connery, Sean",,"McTiernan, John",8,No,
1966,123,Closely Watched Trains,Drama,"Neckar, Vaclav",,"Menzel, Jiri",75,Yes,
1973,91,Executive Action,Drama,"Lancaster, Burt",,"Miller, David",6,No,
1987,90,"Good Father, The",Drama,"Hopkins, Anthony",,"Newell, Mike",42,No,
1971,115,Sometimes a Great Notion,Drama,"Newman, Paul",,"Newman, Paul",7,No,
1988,92,A Month in the Country,Drama,"Firth, Colin",,"O'Connor, Pat",57,No,
1990,,"Blood in, Blood Out",Drama,"Penn, Sean",,"Olmos, Edward James",88,No,
1987,116,Orphans,Drama,"Finney, Albert",,"Pakula, Alan J.",21,No,
1976,139,All the President's Men,Drama,"Redford, Robert",,"Pakula, Alan J.",45,Yes,
1988,92,Judgement in Berlin,Drama,"Sheen, Martin",,"Penn, Leo",13,No,
1988,100,Rocket Gibraltar,Drama,"Lancaster, Burt",,"Petrie, Daniel",26,No,
1972,116,Jeremiah Johnson,Drama,"Redford, Robert",,"Pollack, Sydney",88,No,
1970,112,Burn!,Drama,"Brando, Marlon",,"Pontecorvo, Gillo",75,No,
1986,140,"Assault, The",Drama,"Lint, Derek De",,"Rademakers, Fons",71,Yes,
1985,92,What Comes Around,Drama,"Reed, Jerry",,"Reed, Jerry",49,No,
1985,95,"Code Name, Emerald",Drama,"Harris, Ed",,"Sanger, Jonathan",22,No,
1969,123,Midnight Cowboy,Drama,"Hoffman, Dustin",,"Schlesinger, John",33,Yes,
1985,131,"Falcon & the Snowman, The",Drama,"Hutton, Timothy",,"Schlesinger, John",61,No,
1976,112,Maitresse,Drama,"Ogier, Bulle",,"Schroeder, Barbet",39,No,
1991,,Raging Bull,Drama,"De Niro, Robert",,"Scorsese, Martin",25,No,
1971,109,"Beguiled, The",Drama,"Eastwood, Clint",,"Siegel, Don",60,No,
1979,112,Escape from Alcatraz,Drama,"Eastwood, Clint",,"Siegel, Don",22,No,
1948,88,Criss Cross,Drama,"Lancaster, Burt",,"Siodmak, Robert",77,No,
1991,193,Separate but Equal,Drama,"Poitier, Sidney",,"Stevens, George, Jr.",56,No,
1924,123,Gosta Berling's Saga,Drama,"Hanson, Lars",,"Stiller, Mauritz",63,No,
1986,120,Platoon,Drama,"Sheen, Charlie",,"Stone, Oliver",8,Yes,
1938,96,Boys Town,Drama,"Tracy, Spencer",,"Taurog, Norman",21,Yes,
1982,150,A Question of Honor,Drama,"Gazzara, Ben",,"Taylor, Jud",80,No,
1957,73,Time Lock,Drama,"Connery, Sean",,"Thomas, Gerald",5,No,
1953,79,Appointment in Honduras,Drama,"Ford, Glenn",,"Tourneur, Jacques",7,No,
1982,136,Danton,Drama,"Depardieu, G�rard",,"Wajda, Andrzej",5,No,
1986,91,"La Chevre, (The Goat)",Drama,"Depardieu, G�rard",,"Veber, Francis",24,No,
1990,128,Dead Poets Society,Drama,"Williams, Robin",,"Weir, Peter",8,Yes,
1952,93,"Othello, The Lost Masterpiece",Drama,"Welles, Orson",,"Welles, Orson",23,No,
1976,176,Kings of the Road (In the Course of Time),Drama,"Vogler, Rudiger",,"Wenders, Wim",41,No,
1990,98,Hiroshima,Drama,"Nelson, Judd",,"Werner, Peter",17,No,
1982,111,"Return of Martin Guerre, The",Drama,"Depardieu, G�rard",,"Vigne, Daniel",51,No,
1956,97,Somebody up There Likes Me,Drama,"Newman, Paul",,"Wise, Robert",56,No,
1981,127,"Taming of the Shrew, The",Drama,"Cleese, John",,,2,No,
1977,255,Nineteen Hundred,Drama,"De Niro, Robert",,,82,No,
1987,95,Hearts of Fire,Drama,"Everett, Rupert",,,25,No,
1986,119,"Mosquito Coast, The",Drama,"Ford, Harrison",,,54,No,
1991,,Tormenta Sobre Arizona,Drama,"Ford, Wallace",,,81,No,
1983,,Shakespeare Series,Drama,"Gielgud, John",,,23,No,
1990,,A Married Man,Drama,"Hopkins, Anthony",,,79,No,
1982,208,Othello,Drama,"Hopkins, Anthony",,,84,No,
