Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1970,90,Bloody Mama,Action,"Stroud, Don","Winters, Shelley","Corman, Roger",17,No,"Bloody Mama: a Stroud, Don and Winters, Shelley film’s, directed by Corman, Roger"
1970,110,Trash,Comedy,"Dallesandro, Joe","Woodlawn, Holly","Morrissey, Paul",68,No,"Trash: a Dallesandro, Joe and Woodlawn, Holly film’s, directed by Morrissey, Paul"
1970,93,Powderkeg,Western,"Taylor, Rod",,"Heyes, Douglas",26,No,
1970,146,Kelly's Heroes,War,"Eastwood, Clint",,"Hutton, Brian G.",84,No,
1970,89,Menace on the Mountain,Action,"Crowley, Pat",,"McEveety, Vincent",69,No,
1970,111,Chisum,Western,"Wayne, John",,"McLaglen, Andrew V.",72,No,
1970,117,Catch Twenty-Two,Comedy,"Arkin, Alan",,"Nichols, Mike",50,No,
1970,112,Burn!,Drama,"Brando, Marlon",,"Pontecorvo, Gillo",75,No,
1970,170,Patton,War,"Scott, George C.",,"Schaffner, Franklin J.",8,Yes,
1971,102,A New Leaf,Comedy,"Matthau, Walter","Arrick, Rose","May, Elaine",83,No,"A New Leaf: a Matthau, Walter and Arrick, Rose film’s, directed by May, Elaine"
1971,101,"Goalie's Anxiety at the Penalty Kick, The",Drama,"Brauss, Arthur","Bardischewski, Maria","Wenders, Wim",62,No,"Goalie's Anxiety at the Penalty Kick, The: a Brauss, Arthur and Bardischewski, Maria film’s, directed by Wenders, Wim"
1971,96,Carnal Knowledge,Drama,"Nicholson, Jack","Bergen, Candice","Nichols, Mike",10,No,"Carnal Knowledge: a Nicholson, Jack and Bergen, Candice film’s, directed by Nichols, Mike"
1971,98,"Anderson Tapes, The",Mystery,"Connery, Sean","Cannon, Dyan","Lumet, Sidney",1,No,"Anderson Tapes, The: a Connery, Sean and Cannon, Dyan film’s, directed by Lumet, Sidney"
1971,74,"People, The",Drama,"Shatner, William","Darby, Kim","Coppola, Francis Ford",36,No,"People, The: a Shatner, William and Darby, Kim film’s, directed by Coppola, Francis Ford"
1971,114,Klute,Drama,"Sutherland, Donald","Fonda, Jane","Pakula, Alan J.",15,Yes,"Klute: a Sutherland, Donald and Fonda, Jane film’s, directed by Pakula, Alan J."
1971,137,"Boy Friend, THe",Music,"Gable, Christopher","Lawson, Twiggy","Russell, Ken",8,No,"Boy Friend, THe: a Gable, Christopher and Lawson, Twiggy film’s, directed by Russell, Ken"
1971,84,"Statue, The",Drama,"Niven, David","Lisi, Virna","Amateau, Rod",80,No,"Statue, The: a Niven, David and Lisi, Virna film’s, directed by Amateau, Rod"
1971,110,Big Jake,Action,"Wayne, John","O'Hara, Maureen","Sherman, George",68,No,"Big Jake: a Wayne, John and O'Hara, Maureen film’s, directed by Sherman, George"
1971,108,"Last Movie, The",Drama,"Hopper, Dennis","Phillips, Michelle","Hopper, Dennis",22,No,"Last Movie, The: a Hopper, Dennis and Phillips, Michelle film’s, directed by Hopper, Dennis"
1971,111,"Devils, The",Drama,"Reed, Oliver","Redgrave, Vanessa","Russell, Ken",69,No,"Devils, The: a Reed, Oliver and Redgrave, Vanessa film’s, directed by Russell, Ken"
1971,90,"Garden of the Finzi-Continis, The",Drama,"Capolicchio, Lino","Sanda, Dominique","De Sica, Vittorio",42,Yes,"Garden of the Finzi-Continis, The: a Capolicchio, Lino and Sanda, Dominique film’s, directed by De Sica, Vittorio"
1971,102,Dirty Harry,Drama,"Eastwood, Clint","Santoni, Reni","Siegel, Don",72,No,"Dirty Harry: a Eastwood, Clint and Santoni, Reni film’s, directed by Siegel, Don"
1971,118,"Last Picture Show, The",Drama,"Bottoms, Timothy","Shepherd, Cybill","Bogdanovich, Peter",62,Yes,"Last Picture Show, The: a Bottoms, Timothy and Shepherd, Cybill film’s, directed by Bogdanovich, Peter"
1971,102,Play Misty for Me,Mystery,"Eastwood, Clint","Walter, Jessica","Eastwood, Clint",47,No,"Play Misty for Me: a Eastwood, Clint and Walter, Jessica film’s, directed by Eastwood, Clint"
1971,104,"French Connection, The",Drama,"Hackman, Gene",,"Friedkin, William",88,Yes,
1971,121,"Red Tent, The",Action,"Finch, Peter",,"Kalatozov, Mikhail",7,No,
1971,138,A Clockwork Orange,Science Fiction,"McDowell, Malcolm",,"Kubrick, Stanley",83,Yes,
1971,88,And Now for Something Completely Different,Comedy,"Cleese, John",,"MacNaughton, Ian",44,No,
1971,115,Sometimes a Great Notion,Drama,"Newman, Paul",,"Newman, Paul",7,No,
1971,109,"Beguiled, The",Drama,"Eastwood, Clint",,"Siegel, Don",60,No,
1971,100,Willy Wonka & the Chocolate Factory,Music,"Wilder, Gene",,"Stuart, Mel",65,No,
1971,88,Joe Kidd,Western,"Eastwood, Clint",,"Sturges, John",79,No,
1972,91,Cries & Whispers,Drama,"Josephson, Erland","Andersson, Harriet","Bergman, Ingmar",18,Yes,"Cries & Whispers: a Josephson, Erland and Andersson, Harriet film’s, directed by Bergman, Ingmar"
1972,100,Pocket Money,Comedy,"Newman, Paul","Belford, Christine","Rosenberg, Stuart",55,No,"Pocket Money: a Newman, Paul and Belford, Christine film’s, directed by Rosenberg, Stuart"
1972,90,"Scarlet Letter, The",Drama,"Albaic�n, Rafael","Berger, Senta","Wenders, Wim",55,No,"Scarlet Letter, The: a Albaic�n, Rafael and Berger, Senta film’s, directed by Wenders, Wim"
1972,124,"Life & Times of Judge Roy Bean, The",Western,"Newman, Paul","Bisset, Jacqueline","Huston, John",65,No,"Life & Times of Judge Roy Bean, The: a Newman, Paul and Bisset, Jacqueline film’s, directed by Huston, John"
1972,71,"Big Bust Out, The",Action,"Kendall, Tony","Carter, Karen","Theumer, Ernst R. von",50,No,"Big Bust Out, The: a Kendall, Tony and Carter, Karen film’s, directed by Theumer, Ernst R. von"
1972,129,Roma,Drama,"Gonzales, Peter","Florence, Fiona","Fellini, Federico",75,No,"Roma: a Gonzales, Peter and Florence, Fiona film’s, directed by Fellini, Federico"
1972,92,Napoleon & Samantha,Comedy,"Douglas, Michael","Foster, Jodie","McEveety, Bernard",33,No,"Napoleon & Samantha: a Douglas, Michael and Foster, Jodie film’s, directed by McEveety, Bernard"
1972,109,Butterflies Are Free,Drama,"Albert, Edward","Hawn, Goldie","Katselas, Milton",82,Yes,"Butterflies Are Free: a Albert, Edward and Hawn, Goldie film’s, directed by Katselas, Milton"
1972,78,Say Goodbye Maggie Cole,Drama,"McGavin, Darren","Hayward, Susan","Taylor, Jud",84,No,"Say Goodbye Maggie Cole: a McGavin, Darren and Hayward, Susan film’s, directed by Taylor, Jud"
1972,175,"Godfather, The",Drama,"Brando, Marlon","Keaton, Diane","Coppola, Francis Ford",8,Yes,"Godfather, The: a Brando, Marlon and Keaton, Diane film’s, directed by Coppola, Francis Ford"
1972,86,"Play It Again, Sam",Comedy,"Allen, Woody","Keaton, Diane","Ross, Herbert",81,No,"Play It Again, Sam: a Allen, Woody and Keaton, Diane film’s, directed by Ross, Herbert"
1972,98,Last of the Red Hot Lovers,Comedy,"Arkin, Alan","Kellerman, Sally","Saks, Gene",40,No,"Last of the Red Hot Lovers: a Arkin, Alan and Kellerman, Sally film’s, directed by Saks, Gene"
1972,128,Cabaret,Drama,"Grey, Joel","Minnelli, Liza","Fosse, Bob",59,Yes,"Cabaret: a Grey, Joel and Minnelli, Liza film’s, directed by Fosse, Bob"
1972,105,"Hideaways, The",Comedy,"Doran, Johnny","Prager, Sally","Cook, Fielder",42,No,"Hideaways, The: a Doran, Johnny and Prager, Sally film’s, directed by Cook, Fielder"
1972,99,Cancel My Reservation,Comedy,"Hope, Bob","Saint, Eva Marie","Bogart, Paul",60,No,"Cancel My Reservation: a Hope, Bob and Saint, Eva Marie film’s, directed by Bogart, Paul"
1972,100,Le Charme Discret de la Bourgeoisie,Comedy,"Rey, Fernando","Seyrig, Delphine","Bunuel, Luis",4,Yes,"Le Charme Discret de la Bourgeoisie: a Rey, Fernando and Seyrig, Delphine film’s, directed by Bunuel, Luis"
1972,110,"X, Y & Zee",Drama,"Caine, Michael","Taylor, Elizabeth","Hutton, Brian G.",87,No,"X, Y & Zee: a Caine, Michael and Taylor, Elizabeth film’s, directed by Hutton, Brian G."
1972,108,Hammersmith Is Out,Drama,"Burton, Richard","Taylor, Elizabeth",,80,No,
1972,92,Fuzz,Action,"Reynolds, Burt","Welch, Raquel","Colla, Richard A.",37,No,"Fuzz: a Reynolds, Burt and Welch, Raquel film’s, directed by Colla, Richard A."
1972,87,Hannie Caulder,Drama,"Borgnine, Ernest","Welch, Raquel",,9,No,
1972,116,Jeremiah Johnson,Drama,"Redford, Robert",,"Pollack, Sydney",88,No,
1972,92,"Culpepper Cattle Company, The",Western,"Grimes, Gary",,"Richards, Dick",29,No,
1972,128,"Cowboys, The",Western,"Wayne, John",,"Rydell, Mark",58,No,
1972,15,My Country Right or Wrong,War,"Douglas, Michael",,,21,No,
1973,87,Ms. Don Juan,Drama,"Ronet, Maurice","Bardot, Brigitte","Vadim, Roger",39,No,"Ms. Don Juan: a Ronet, Maurice and Bardot, Brigitte film’s, directed by Vadim, Roger"
1973,101,White Lightning,Action,"Reynolds, Burt","Billingsley, Jennifer","Sargent, Joseph",54,No,"White Lightning: a Reynolds, Burt and Billingsley, Jennifer film’s, directed by Sargent, Joseph"
1973,116,Day for Night,Drama,"Aumont, Jean-Pierre","Bisset, Jacqueline","Truffaut, Fran�ois",10,Yes,"Day for Night: a Aumont, Jean-Pierre and Bisset, Jacqueline film’s, directed by Truffaut, Fran�ois"
1973,105,High Plains Drifter,Western,"Eastwood, Clint","Bloom, Verna","Eastwood, Clint",57,No,"High Plains Drifter: a Eastwood, Clint and Bloom, Verna film’s, directed by Eastwood, Clint"
1973,129,"Sting, The",Drama,"Newman, Paul","Brennan, Eileen","Hill, George Roy",83,Yes,"Sting, The: a Newman, Paul and Brennan, Eileen film’s, directed by Hill, George Roy"
1973,122,"Exorcist, The",Horror,"Sydow, Max von","Burstyn, Ellen","Friedkin, William",28,Yes,"Exorcist, The: a Sydow, Max von and Burstyn, Ellen film’s, directed by Friedkin, William"
1973,87,Stacey!,Action,"Randall, Anne","Ford, Anitra","Sidaris, Andy",31,No,"Stacey!: a Randall, Anne and Ford, Anitra film’s, directed by Sidaris, Andy"
1973,102,Tom Sawyer,Music,"Whitaker, Johnny","Holm, Celeste","Taylor, Don",11,No,"Tom Sawyer: a Whitaker, Johnny and Holm, Celeste film’s, directed by Taylor, Don"
1973,103,A Touch of Class,Comedy,"Segal, George","Jackson, Glenda","Frank, Melvin",79,Yes,"A Touch of Class: a Segal, George and Jackson, Glenda film’s, directed by Frank, Melvin"
1973,103,Paper Moon,Comedy,"O'Neal, Ryan","Kahn, Madeline","Bogdanovich, Peter",3,Yes,"Paper Moon: a O'Neal, Ryan and Kahn, Madeline film’s, directed by Bogdanovich, Peter"
1973,88,Sleeper,Comedy,"Allen, Woody","Keaton, Diane",,59,No,
1973,127,"Man Who Loved Cat Dancing, The",Western,"Reynolds, Burt","Miles, Sarah","Sarafian, Richard C.",40,No,"Man Who Loved Cat Dancing, The: a Reynolds, Burt and Miles, Sarah film’s, directed by Sarafian, Richard C."
1973,106,Dillinger,Drama,"Oates, Warren","Phillips, Michelle","Milius, John",83,No,"Dillinger: a Oates, Warren and Phillips, Michelle film’s, directed by Milius, John"
1973,100,"Mackintosh Man, The",Action,"Newman, Paul","Sanda, Dominique","Huston, John",65,No,"Mackintosh Man, The: a Newman, Paul and Sanda, Dominique film’s, directed by Huston, John"
1973,127,Last Tango in Paris,Drama,"Brando, Marlon","Schneider, Maria","Bertolucci, Bernardo",28,No,"Last Tango in Paris: a Brando, Marlon and Schneider, Maria film’s, directed by Bertolucci, Bernardo"
1973,99,Ash Wednesday,Drama,"Fonda, Henry","Taylor, Elizabeth",,54,No,
1973,,Scenes from a Marriage,Drama,"Josephson, Erland","Ullman, Liv","Bergman, Ingmar",3,Yes,"Scenes from a Marriage: a Josephson, Erland and Ullman, Liv film’s, directed by Bergman, Ingmar"
1973,,"Paper Chase, The",Drama,"Bottoms, Timothy","Wagner, Lindsay","Bridges, James",7,Yes,"Paper Chase, The: a Bottoms, Timothy and Wagner, Lindsay film’s, directed by Bridges, James"
1973,96,Bang the Drum Slowly,Drama,"Moriarty, Michael","Wedgeworth, Ann","Hancock, John D.",73,No,"Bang the Drum Slowly: a Moriarty, Michael and Wedgeworth, Ann film’s, directed by Hancock, John D."
1973,119,"Last of Sheila, The",Mystery,"Coburn, James","Welch, Raquel","Ross, Herbert",39,No,"Last of Sheila, The: a Coburn, James and Welch, Raquel film’s, directed by Ross, Herbert"
1973,112,American Graffiti,Comedy,"Dreyfuss, Richard","Williams, Cindy","Lucas, George",39,Yes,"American Graffiti: a Dreyfuss, Richard and Williams, Cindy film’s, directed by Lucas, George"
1973,102,"Cahill, United States Marshal",Western,"Wayne, John","Windsor, Marie","McLaglen, Andrew V.",12,No,"Cahill, United States Marshal: a Wayne, John and Windsor, Marie film’s, directed by McLaglen, Andrew V."
1973,91,Executive Action,Drama,"Lancaster, Burt",,"Miller, David",6,No,
1973,93,Santee,Western,"Ford, Glenn",,"Nelson, Gary",47,No,
1973,122,Magnum Force,Action,"Eastwood, Clint",,"Post, Ted",28,No,
1973,105,Deadly Trackers,Western,"Harris, Richard",,,54,No,
1974,128,Murder on the Orient Express,Mystery,"Balsam, Martin","Bacall, Lauren","Lumet, Sidney",8,Yes,"Murder on the Orient Express: a Balsam, Martin and Bacall, Lauren film’s, directed by Lumet, Sidney"
1974,144,"Day of the Locust, The",Drama,"Sutherland, Donald","Black, Karen","Schlesinger, John",81,No,"Day of the Locust, The: a Sutherland, Donald and Black, Karen film’s, directed by Schlesinger, John"
1974,89,Monty Python & the Holy Grail,Comedy,"Chapman, Graham","Booth, Connie","Gilliam, Terry",83,No,"Monty Python & the Holy Grail: a Chapman, Graham and Booth, Connie film’s, directed by Gilliam, Terry"
1974,313,QB VII,Drama,"Hopkins, Anthony","Caron, Leslie","Gries, Tom",28,Yes,"QB VII: a Hopkins, Anthony and Caron, Leslie film’s, directed by Gries, Tom"
1974,124,"Dersu Uzala, (The Hunter)",Adventure,"Solomin, Yuri","Danilchenko, Svetlana","Kurosawa, Akira",81,Yes,"Dersu Uzala, (The Hunter): a Solomin, Yuri and Danilchenko, Svetlana film’s, directed by Kurosawa, Akira"
1974,131,Chinatown,Drama,"Nicholson, Jack","Dunaway, Faye","Polanski, Roman",55,Yes,"Chinatown: a Nicholson, Jack and Dunaway, Faye film’s, directed by Polanski, Roman"
1974,117,Stavisky,Drama,"Belmondo, Jean-Paul","Duperey, Anny","Resnais, Alain",1,No,"Stavisky: a Belmondo, Jean-Paul and Duperey, Anny film’s, directed by Resnais, Alain"
1974,127,"Man with the Golden Gun, The",Action,"Moore, Roger","Ekland, Britt","Hamilton, Guy",41,No,"Man with the Golden Gun, The: a Moore, Roger and Ekland, Britt film’s, directed by Hamilton, Guy"
1974,103,"Girl from Petrovka, The",Drama,"Holbrook, Hal","Hawn, Goldie","Miller, Robert Ellis",23,No,"Girl from Petrovka, The: a Holbrook, Hal and Hawn, Goldie film’s, directed by Miller, Robert Ellis"
1974,109,"Sugarland Express, The",Drama,"Johnson, Ben","Hawn, Goldie","Spielberg, Steven",28,No,"Sugarland Express, The: a Johnson, Ben and Hawn, Goldie film’s, directed by Spielberg, Steven"
1974,201,"Godfather, Pt 2., The",Drama,"Pacino, Al","Keaton, Diane","Coppola, Francis Ford",8,Yes,"Godfather, Pt 2., The: a Pacino, Al and Keaton, Diane film’s, directed by Coppola, Francis Ford"
1974,90,"Second Coming of Suzanne., The",Drama,"Dreyfuss, Richard","Locke, Sondra","Barry, Michael",21,No,"Second Coming of Suzanne., The: a Dreyfuss, Richard and Locke, Sondra film’s, directed by Barry, Michael"
1974,124,Amarcord,Drama,"Noel, Magali","Maggio, Pupella","Fellini, Federico",50,Yes,"Amarcord: a Noel, Magali and Maggio, Pupella film’s, directed by Fellini, Federico"
1974,117,Going Places,Drama,"Depardieu, G�rard","Moreau, Jeanne","Blier, Bertrand",66,No,"Going Places: a Depardieu, G�rard and Moreau, Jeanne film’s, directed by Blier, Bertrand"
1974,111,Mc Q,Action,"Wayne, John","Muldaur, Diana","Sturges, John",73,No,"Mc Q: a Wayne, John and Muldaur, Diana film’s, directed by Sturges, John"
1974,104,Zardoz,Science Fiction,"Connery, Sean","Rampling, Charlotte","Boorman, John",6,No,"Zardoz: a Connery, Sean and Rampling, Charlotte film’s, directed by Boorman, John"
1974,105,Steppenwolf,Drama,"Sydow, Max von","Sanda, Dominique","Haines, Fred",20,No,"Steppenwolf: a Sydow, Max von and Sanda, Dominique film’s, directed by Haines, Fred"
1974,82,"Catamount Killing, The",Action,"Buchholz, Horst","Wedgeworth, Ann","Zanussi, Krzystoff",84,No,"Catamount Killing, The: a Buchholz, Horst and Wedgeworth, Ann film’s, directed by Zanussi, Krzystoff"
1974,114,"Conversation, The",Drama,"Hackman, Gene","Williams, Cindy","Coppola, Francis Ford",59,Yes,"Conversation, The: a Hackman, Gene and Williams, Cindy film’s, directed by Coppola, Francis Ford"
1974,89,"Little Prince, The",Music,"Kiley, Richard",,"Donen, Stanley",31,No,
1974,121,"Apprenticeship of Duddy Kravitz, The",Drama,"Dreyfuss, Richard",,"Kotcheff, Ted",64,Yes,
1974,109,Juggernaut,Action,"Harris, Richard",,"Lester, Richard",63,No,
1974,60,"Steve Martin, The Funnier Side of Eastern Canada",Comedy,"Martin, Steve",,,34,No,
1975,120,"Wind & the Lion, The",Action,"Connery, Sean","Bergen, Candice","Milius, John",2,No,"Wind & the Lion, The: a Connery, Sean and Bergen, Candice film’s, directed by Milius, John"
1975,112,Alice Doesn't Live Here Anymore,Comedy,"Kristofferson, Kris","Burstyn, Ellen",,82,Yes,
1975,109,Shampoo,Comedy,"Beatty, Warren","Christie, Julie","Ashby, Hal",69,Yes,"Shampoo: a Beatty, Warren and Christie, Julie film’s, directed by Ashby, Hal"
1975,89,"Terrorists, The",Action,"Connery, Sean","Dean, Isabel","Wrede, Caspar",4,No,"Terrorists, The: a Connery, Sean and Dean, Isabel film’s, directed by Wrede, Caspar"
1975,117,Three Days of the Condor,Drama,"Redford, Robert","Dunaway, Faye","Pollack, Sydney",87,No,"Three Days of the Condor: a Redford, Robert and Dunaway, Faye film’s, directed by Pollack, Sydney"
1975,124,Jaws,Action,"Scheider, Roy","Gary, Lorraine","Spielberg, Steven",6,No,"Jaws: a Scheider, Roy and Gary, Lorraine film’s, directed by Spielberg, Steven"
1975,111,Brannigan,Drama,"Wayne, John","Geeson, Judy","Hickox, Douglas",64,No,"Brannigan: a Wayne, John and Geeson, Judy film’s, directed by Hickox, Douglas"
1975,107,Rooster Cogburn,Western,"Wayne, John","Hepburn, Katharine","Miller, Stuart",76,No,"Rooster Cogburn: a Wayne, John and Hepburn, Katharine film’s, directed by Miller, Stuart"
1975,91,Adventures of Sherlock Holmes' Smarter,Comedy,"Wilder, Gene","Kahn, Madeline","Wilder, Gene",42,No,"Adventures of Sherlock Holmes' Smarter: a Wilder, Gene and Kahn, Madeline film’s, directed by Wilder, Gene"
1975,82,Love & Death,Comedy,"Allen, Woody","Keaton, Diane",,84,No,
1975,130,"Eiger Sanction, The",Action,"Eastwood, Clint","McGee, Vonetta","Eastwood, Clint",69,No,"Eiger Sanction, The: a Eastwood, Clint and McGee, Vonetta film’s, directed by Eastwood, Clint"
1975,103,"Sunshine Boys, The",Comedy,"Burns, George","Meredith, Lee","Ross, Herbert",35,Yes,"Sunshine Boys, The: a Burns, George and Meredith, Lee film’s, directed by Ross, Herbert"
1975,105,"Rocky Horror Picture Show, The",Music,"Gray, Charles","Sarandon, Susan","Sharman, Jim",59,No,"Rocky Horror Picture Show, The: a Gray, Charles and Sarandon, Susan film’s, directed by Sharman, Jim"
1975,118,"Passenger, The",Drama,"Nicholson, Jack","Schneider, Maria","Antonioni, Michelangelo",32,No,"Passenger, The: a Nicholson, Jack and Schneider, Maria film’s, directed by Antonioni, Michelangelo"
1975,101,"Driver's Seat, The",Drama,"Bannen, Ian","Taylor, Elizabeth","Griffi, Giuseppe Patroni",72,No,"Driver's Seat, The: a Bannen, Ian and Taylor, Elizabeth film’s, directed by Griffi, Giuseppe Patroni"
1975,90,"Wild Party, The",Drama,"Dukes, David","Welch, Raquel","Ivory, James",75,No,"Wild Party, The: a Dukes, David and Welch, Raquel film’s, directed by Ivory, James"
1975,93,That Lucky Touch,Action,"Moore, Roger","York, Susannah","Miles, Christopher",85,No,"That Lucky Touch: a Moore, Roger and York, Susannah film’s, directed by Miles, Christopher"
1975,87,They Came from Within,Horror,"Hampton, Paul",,"Cronenberg, David",21,No,
1975,94,Posse,Western,"Douglas, Kirk",,"Douglas, Kirk",76,No,
1975,129,"Man Who Would Be King, The",Drama,"Connery, Sean",,"Huston, John",6,No,
